marca,modelo,ano inicio,ano fim,link para o pdf,tipo de fixação,alerta,kit fixação,barras o-plus de alumínio,barras o-plus de aço,barras airo de alumínio,barras airo de alumínio com fixação,barras optima de aço,adaptador optima,alarme,barras transversais de alumínio opção 1,barras transversais de alumínio opção 2,barras transversais de aço,
BMW, X5 - 5 portas (E70 - com barras),2007,2013, , R,3, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-135-cm|59.909, barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
BMW, X5 - Individual (E70 - c/railing integrado),2007,2014, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/936-539.pdf?v=1617014429, I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-130-921-385|59.816, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-128-925-705|59.747, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
BMW, X5 - 5 portas (F15 - c/railing integrado),2013,2018, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/936-539.pdf?v=1617014429, I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-130-921-385|59.816, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-128-925-705|59.747, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
BMW, X5 - 5 portas (G05 - railing integrado),2018, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/936-585.pdf?v=1617014429, I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-130-921-385|59.816, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-128-925-705|59.747, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
BMW, X6 - 5 portas (E71),2008,2015, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-601.pdf?v=1617014427, B,5, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at128-924-715|59.724, barras-de-tejadilho-em-aco-preto-cruz-oplus-st130-921-315|59.732, barras-de-tejadilho-em-aluminio-cruz-airo-t128-924-775|59.737, , , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Aveo - 3 portas (T250),2008,2011, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-409.pdf?v=1617014425, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t108-924-771|59.735, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Aveo - 5 portas (T250),2008,2011, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-069.pdf?v=1617014424, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t108-924-771|59.735, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Aveo - 5 portas (T300),2011, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-498.pdf?v=1617014426, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t108-924-771|59.735, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Aveo sedan - 4 portas (T250),2006,2011, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-069.pdf?v=1617014424, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t108-924-771|59.735, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Aveo sedan - 4 portas (T300),2011, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-498.pdf?v=1617014426, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t108-924-771|59.735, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Captiva - 5 portas (com barras),2006,2011, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Chevrolet, Captiva - 5 portas (com barras),2011, , , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Chevrolet, Cobalt sedan - 4 portas (IV),2004,2011, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-702.pdf?v=1617014425, B,5, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at128-924-715|59.724, barras-de-tejadilho-em-aco-preto-cruz-oplus-st130-921-315|59.732, barras-de-tejadilho-em-aluminio-cruz-airo-t128-924-775|59.737, , , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Cruze - 5 portas (J300),2011,2016, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-467.pdf?v=1617014426, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at118-924-710|59.729, barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Cruze sedan - 4 portas (J300),2009,2016, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-467.pdf?v=1617014426, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at118-924-710|59.729, barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Cruze SW (J300 - com barras),2012,2016, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Chevrolet, Epica sedan - 4 portas,2006,2011, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-423.pdf?v=1617014426, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at118-924-710|59.729, barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Evanda sedan - 4 portas,2003, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-071.pdf?v=1617014423, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at118-924-710|59.729, barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Kalos - 3 portas (T200),2003,2008, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-409.pdf?v=1617014425, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t108-924-771|59.735, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Kalos - 5 portas (T200),2003,2008, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-069.pdf?v=1617014424, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t108-924-771|59.735, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Kalos sedan - 4 portas (T200),2003,2006, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-069.pdf?v=1617014424, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t108-924-771|59.735, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Lacetti - 5 portas (J200),2004,2008, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-078.pdf?v=1617014423, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Malibu sedan - 4 portas,2012, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-714.pdf?v=1617014426, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at128-924-715|59.724, barras-de-tejadilho-em-aco-preto-cruz-oplus-st130-921-315|59.732, barras-de-tejadilho-em-aluminio-cruz-airo-t128-924-775|59.737, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Matiz - 5 portas,1998,2000, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/932-384.pdf?v=1617014420, B,3, kit-de-fixacao-cruz-optima-931-000-ou-932-000|59.755, , , , , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Matiz - 5 portas (M150),2001,2005, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/932-384.pdf?v=1617014420, B,3, kit-de-fixacao-cruz-optima-931-000-ou-932-000|59.755, , , , , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Matiz - 5 portas (M200),2005,2009, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-410.pdf?v=1617014427, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t108-924-771|59.735, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Matiz - 5 portas (M200 - com barras),2005,2009, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r-108-924-791|59.741, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Chevrolet, Niva - 5 portas (com barras),2011, , , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Chevrolet, Niva - 5 portas,2009, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-690.pdf?v=1617014425, F,6, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax128-924-765|59.723, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx130-921-365|59.709, barras-de-tejadilho-em-aluminio-cruz-airo-x-128-924-785|59.740, , , conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Nubira sedan - 4 portas (I/J200 ),2003, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-070.pdf?v=1617014423, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at118-924-710|59.729, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Nubira S.W. (J200 - com barras),2004,2008, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r-108-924-791|59.741, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Chevrolet, Orlando - 5 portas,2011, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-499.pdf?v=1617014426, F,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax118-924-760|59.731, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx120-921-360|59.718, barras-de-tejadilho-em-aluminio-cruz-airo-x-118-924-783|59.739, , barras-de-tejadilho-em-aco-preto-cruz-optima-os115-921-101|59.711, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Spark - 5 portas (III/M300),2010,2015, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-485.pdf?v=1617014426, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chevrolet, Spark - 5 portas (III/M300 - com barras),2010, , , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r-108-924-791|59.741, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Chevrolet, Trax - 5 portas (c/railing integrado),2013, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/936-525.pdf?v=1617014429, I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-110-921-375|59.814, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-108-925-701|59.745, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Chrysler, Grand Voyager - 5 portas MPV (V-com barras),2008, , , R,1, , , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-135-cm|59.909, ,
Chrysler, Voyager - 5 portas MPV (IV-com barras),2002,2008, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Citroën, Berlingo (I) - Opção de 2 barras,2008,2018,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/933300-Lv7_d4a9a8d6-bc56-4664-acf9-950bc29cec61.pdf?v=1697727469,B,1,kit-4-suportes-cruz-berlingo-partner-96-08-933-300|59.829, ,jogo-2-barras-cargo-xpro-sf-115-923-052|59.820, , , , , , , , ,
Citroën, Berlingo (I) - Opção de 3 barras,1996,2008,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/933400-Lv7.pdf?v=1697727676, B,1,kit-6-suportes-cruz-berlingo-partner-96-08-933-400|59.828, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-145-923-062|59.823, , , , ,, , , ,
Citroën, Berlingo (I) com tampa,1996,2008,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/933300-Lv7_d4a9a8d6-bc56-4664-acf9-950bc29cec61.pdf?v=1697727469, B,1,kit-4-suportes-cruz-berlingo-partner-96-08-933-300|59.829, ,jogo-2-barras-cargo-xpro-sf-115-923-052|59.820, , , , , , , , ,
Citroën, Berlingo (I) com barras,1996,2008,,R,1,,barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,, , , , , , , , ,
Citroën, Berlingo (II) - Opção de 2 barras,2008,2018,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934301-Lv7.pdf?v=1677503768, F,1,kit-4-suportes-cruz-lcv-berlingo-partner-08-18-934-301|59.830-10, ,barras-de-tejadilho-jg2-cross-cargo-xpro-2022-sf-130-923-054|59.821, , , , , , , , ,
Citroën, Berlingo (II) - Opção de 3 barras,2008,2018,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934401.pdf?v=1645632511, F,1,kit-6-suportes-cruz-berlingo-partner-08-18-934-401|59.831-3, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-130-923-064|59.824, , , , , , , , ,
Citroën, Berlingo L2/long (II),2008,2018,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934401.pdf?v=1645632511, F,1,kit-6-suportes-cruz-berlingo-partner-08-18-934-401|59.831-3, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-130-923-064|59.824, , , , , , , , ,
Citroën, Berlingo M (III) - Opção de 2 barras,2018,,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934310-Lv7.pdf?v=1679586575, F,1,kit-4-suportes-lcv-berlingo-m-partner-standard-combo-l1-18-934-310|99.000-1, ,barras-de-tejadilho-jg2-cross-cargo-xpro-2022-sf-130-923-054|59.821, , , , , , , , ,
Citroën, Berlingo M (III) - Opção de 3 barras,2018, ,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934410.pdf?v=1645696233, F,1,kit-6-suportes-cruz-berlingo-m-partner-combo-l1-18-934-410|59.832, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-130-923-064|59.824, , , , , , , , ,
Citroën, BX Break (com barras),1985,1994, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Citroën, C-Crosser - 5 portas (com barras),2007, , , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Citroën, C1 - 5 portas (I),2005,2012, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-450.pdf?v=1617014425, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t108-924-771|59.735, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Citroën, C1 - 5 portas (I),2012,2014, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-450.pdf?v=1617014425, B,5, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t108-924-771|59.735, , , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Citroën, C1 - 5 portas (II),2014, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-765.pdf?v=1617014424, B,5, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at118-924-710|59.729, barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Citroën, C2 - 3 portas,2003,2009, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-402.pdf?v=1617014425, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.752, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t108-924-771|59.735, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , 
Citroën, C3 - 5 portas (I),2002,2009, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-393.pdf?v=1617014423, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at118-924-710|59.729, barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
